ICAO,Latitude,Longitude,Name
CYQF,"52° 10' 55.92"" N","113° 53' 38.39"" W",Red Deer Regional Airport CA
CYQG,"42° 16' 32.16"" N","82° 57' 20.15"" W",Windsor Airport CA
CYQH,"60° 6' 59.05"" N","128° 49' 19.22"" W",Watson Lake Airport CA
CYQI,"43° 49' 36.84"" N","66° 5' 17.15"" W",Yarmouth Airport CA
CYQK,"49° 47' 17.88"" N","94° 21' 47.15"" W",Kenora Airport CA
CYQL,"49° 37' 49.08"" N","112° 48' 0.01"" W",Lethbridge County Airport CA
CYQM,"46° 6' 43.93"" N","64° 40' 42.95"" W",Greater Moncton International Airport CA
CYQN,"50° 10' 58.08"" N","86° 41' 47.05"" W",Nakina Airport CA
CYQQ,"49° 42' 38.88"" N","124° 53' 13.20"" W",Comox Airport CA
CYQR,"50° 25' 54.84"" N","104° 39' 57.60"" W",Regina International Airport CA
CYQS,"42° 46' 12.00"" N","81° 6' 38.89"" W",St. Thomas Municipal Airport CA
CYQT,"48° 22' 18.84"" N","89° 19' 26.03"" W",Thunder Bay Airport CA
CYQU,"55° 10' 46.92"" N","118° 53' 6.01"" W",Grande Prairie Airport CA
CYQV,"51° 15' 52.93"" N","102° 27' 43.19"" W",Yorkton Municipal Airport CA
CYQW,"52° 46' 9.12"" N","108° 14' 38.41"" W",North Battleford (Cameron McIntosh) Airport CA
CYQX,"48° 56' 12.84"" N","54° 34' 5.16"" W",Gander International Airport CA
CYQY,"46° 9' 41.04"" N","60° 2' 52.07"" W",Sydney Airport (Nova Scotia) CA
CYQZ,"53° 1' 33.96"" N","122° 30' 36.01"" W",Quesnel Airport CA
CYRA,"64° 6' 57.95"" N","117° 18' 35.99"" W",Gamètì/Rae Lakes Airport CA
CYRB,"74° 43' 0.85"" N","94° 58' 9.83"" W",Resolute Bay Airport CA
CYRC,"48° 31' 14.89"" N","71° 3' 2.15"" W",Chicoutimi St Honoré Airport CA
CYRI,"47° 45' 51.84"" N","69° 35' 4.93"" W",Rivière-du-Loup Airport CA
CYRJ,"48° 31' 12.00"" N","72° 15' 56.17"" W",Roberval Airport CA
CYRL,"51° 4' 0.83"" N","93° 47' 35.15"" W",Red Lake Airport CA
CYRO,"45° 27' 37.08"" N","75° 38' 45.97"" W",Ottawa/Rockcliffe Airport CA
CYRP,"45° 19' 9.11"" N","76° 1' 19.93"" W",Ottawa/Carp Airport CA
CYRQ,"46° 21' 10.07"" N","72° 40' 45.83"" W",Trois-Rivières Airport CA
CYRS,"54° 10' 1.91"" N","93° 33' 25.91"" W",Red Sucker Lake Airport CA
CYRT,"62° 48' 41.04"" N","92° 6' 56.88"" W",Rankin Inlet Airport CA
CYRV,"50° 58' 0.13"" N","118° 10' 58.80"" W",Revelstoke Airport CA
CYSB,"46° 37' 30.00"" N","80° 47' 56.03"" W",Sudbury Airport CA
CYSC,"45° 26' 18.96"" N","71° 41' 29.04"" W",Sherbrooke Airport CA
CYSF,"59° 15' 1.08"" N","105° 50' 27.61"" W",Stony Rapids Airport CA
CYSH,"44° 56' 44.88"" N","75° 56' 26.15"" W",Smiths Falls-Montague Airport CA
CYSJ,"45° 18' 57.96"" N","65° 53' 25.07"" W",Saint John Airport CA
CYSK,"56° 32' 16.08"" N","79° 14' 48.11"" W",Sanikiluaq Airport CA
CYSL,"47° 9' 27.00"" N","67° 50' 4.93"" W",St. Leonard Airport CA
CYSM,"60° 1' 13.09"" N","111° 57' 43.19"" W",Fort Smith Airport CA
CYSN,"43° 11' 30.12"" N","79° 10' 18.12"" W",Niagara District Airport CA
CYSP,"48° 45' 19.08"" N","86° 20' 39.83"" W",Marathon Airport CA
CYSR,"72° 58' 56.00"" N","84° 36' 49.00"" W",Nanisivik Airport CA
CYST,"53° 50' 44.16"" N","94° 51' 6.83"" W",St. Theresa Point Airport CA
CYSU,"46° 26' 26.16"" N","63° 50' 0.96"" W",Summerside Airport CA
CYSY,"71° 59' 38.03"" N","125° 14' 34.79"" W",Sachs Harbour Airport CA
CYTA,"45° 51' 51.84"" N","77° 15' 6.12"" W",Pembroke Airport CA
CYTE,"64° 13' 48.01"" N","76° 31' 36.13"" W",Cape Dorset Airport CA
CYTF,"48° 30' 32.04"" N","71° 38' 30.84"" W",Alma Airport CA
CYTH,"55° 48' 3.97"" N","97° 51' 51.11"" W",Thompson Airport CA
CYTL,"53° 49' 4.08"" N","89° 53' 48.83"" W",Big Trout Lake Airport CA
CYTQ,"58° 40' 4.08"" N","69° 57' 20.89"" W",Tasiujaq Airport CA
CYTR,"44° 7' 8.04"" N","77° 31' 41.16"" W",Trenton Airport CA
CYTS,"48° 34' 10.91"" N","81° 22' 36.12"" W",Timmins Airport CA
CYTZ,"43° 37' 39.00"" N","79° 23' 46.33"" W",Toronto/City Centre Airport CA
CYUB,"69° 25' 59.87"" N","133° 1' 33.60"" W",Tuktoyaktuk Airport CA
CYUL,"45° 28' 14.16"" N","73° 44' 26.88"" W",Montréal-Pierre Elliott Trudeau International Airport CA
CYUT,"66° 31' 17.04"" N","86° 13' 28.92"" W",Repulse Bay Airport CA
CYUX,"68° 46' 33.96"" N","81° 14' 36.96"" W",Hall Beach Airport CA
CYUY,"48° 12' 21.96"" N","78° 50' 8.17"" W",Rouyn-Noranda Airport CA
CYVB,"48° 4' 15.95"" N","65° 27' 37.07"" W",Bonaventure Airport CA
CYVC,"55° 9' 5.05"" N","105° 15' 43.20"" W",La Ronge (Barber Field) Airport CA
CYVD,"49° 52' 41.88"" N","100° 55' 4.80"" W",Virden/R.J. (Bob) Andrew Field Regional Aerodrome CA
CYVG,"53° 21' 20.88"" N","110° 49' 26.39"" W",Vermilion Airport CA
CYVK,"50° 14' 53.16"" N","119° 19' 51.60"" W",Vernon Airport CA
CYVM,"67° 32' 44.88"" N","64° 1' 53.05"" W",Qikiqtarjuaq Airport CA
CYVO,"48° 3' 11.88"" N","77° 46' 58.08"" W",Val-d'Or Airport CA
CYVP,"58° 5' 45.96"" N","68° 25' 36.85"" W",Kuujjuaq Airport CA
CYVQ,"65° 16' 53.76"" N","126° 47' 52.79"" W",Norman Wells Airport CA
CYVR,"49° 11' 38.04"" N","123° 11' 2.39"" W",Vancouver International Airport CA
CYVT,"55° 50' 30.84"" N","108° 25' 4.80"" W",Buffalo Narrows Airport CA
CYVV,"44° 44' 44.88"" N","81° 6' 25.92"" W",Wiarton Airport CA
CYVZ,"52° 39' 20.88"" N","94° 3' 41.04"" W",Deer Lake Airport CA
CYWA,"45° 57' 7.93"" N","77° 19' 9.11"" W",Petawawa Airport CA
CYWG,"49° 54' 36.00"" N","97° 14' 23.64"" W",Winnipeg James Armstrong Richardson International Airport CA
CYWJ,"65° 12' 39.95"" N","123° 26' 9.59"" W",Deline Airport CA
CYWK,"52° 55' 18.85"" N","66° 51' 51.85"" W",Wabush Airport CA
CYWL,"52° 10' 59.17"" N","122° 3' 14.40"" W",Williams Lake Airport CA
CYWP,"52° 57' 33.82"" N","87° 22' 29.53"" W",Webequie Airport CA
CYWV,"52° 47' 44.88"" N","110° 51' 25.21"" W",Wainwright Airport CA
CYWY,"63° 12' 33.84"" N","123° 26' 13.19"" W",Wrigley Airport CA
CYXC,"49° 36' 38.89"" N","115° 46' 55.19"" W",Cranbrook/Canadian Rockies International Airport CA
CYXD,"53° 34' 20.99"" N","113° 31' 15.61"" W",Edmonton City Centre (Blatchford Field) Airport CA
CYXE,"52° 10' 14.88"" N","106° 41' 59.99"" W",Saskatoon/John G. Diefenbaker International Airport CA
CYXH,"50° 1' 8.05"" N","110° 43' 15.60"" W",Medicine Hat Airport CA
CYXJ,"56° 14' 17.15"" N","120° 44' 23.99"" W",Fort St. John Airport CA
CYXK,"48° 28' 41.16"" N","68° 29' 48.85"" W",Rimouski Airport CA
CYXL,"50° 6' 50.04"" N","91° 54' 19.07"" W",Sioux Lookout Airport CA
CYXN,"62° 14' 24.01"" N","92° 35' 53.16"" W",Whale Cove Airport CA
CYXP,"66° 8' 41.99"" N","65° 42' 48.96"" W",Pangnirtung Airport CA
CYXQ,"62° 24' 37.08"" N","140° 52' 1.22"" W",Beaver Creek Airport CA
CYXR,"47° 41' 50.64"" N","79° 50' 50.44"" W",Earlton (Timiskaming Regional) Airport CA
CYXS,"53° 53' 21.84"" N","122° 40' 44.40"" W",Prince George Airport CA
CYXT,"54° 28' 6.59"" N","128° 34' 33.61"" W",Terrace Airport CA
CYXU,"43° 2' 8.16"" N","81° 9' 14.04"" W",London International Airport CA
CYXX,"49° 1' 31.08"" N","122° 21' 39.60"" W",Abbotsford Airport CA
CYXY,"60° 42' 34.55"" N","135° 4' 1.20"" W",Whitehorse International Airport CA
CYXZ,"47° 58' 0.13"" N","84° 47' 12.11"" W",Wawa Airport CA
CYYB,"46° 21' 48.97"" N","79° 25' 22.07"" W",North Bay/Jack Garland Airport CA
CYYC,"51° 6' 50.04"" N","114° 1' 11.99"" W",Calgary International Airport CA
CYYD,"54° 49' 28.92"" N","127° 10' 58.80"" W",Smithers Airport CA
CYYE,"58° 50' 11.04"" N","122° 35' 49.20"" W",Fort Nelson Airport CA
CYYF,"49° 27' 47.16"" N","119° 36' 7.19"" W",Penticton Airport CA
CYYG,"46° 17' 24.00"" N","63° 7' 15.96"" W",Charlottetown Airport CA
CYYH,"69° 32' 48.12"" N","93° 34' 36.11"" W",Taloyoak Airport CA
CYYJ,"48° 38' 48.84"" N","123° 25' 33.61"" W",Victoria International Airport CA
CYYL,"56° 51' 50.04"" N","101° 4' 33.59"" W",Lynn Lake Airport CA
CYYN,"50° 17' 30.84"" N","107° 41' 27.61"" W",Swift Current Airport CA
CYYQ,"58° 44' 21.12"" N","94° 3' 54.01"" W",Churchill Airport CA
CYYR,"53° 19' 9.11"" N","60° 25' 32.88"" W",Goose Bay Airport CA
CYYT,"47° 37' 6.96"" N","52° 45' 6.84"" W",St. John's International Airport CA
CYYU,"49° 24' 50.03"" N","82° 28' 3.00"" W",Kapuskasing Airport CA
CYYW,"50° 17' 25.07"" N","88° 54' 34.91"" W",Armstrong Airport CA
CYYY,"48° 36' 30.96"" N","68° 12' 29.16"" W",Mont-Joli Airport CA
CYYZ,"43° 40' 37.92"" N","79° 37' 50.16"" W",Toronto Pearson International Airport CA
CYZD,"43° 44' 33.00"" N","79° 27' 56.16"" W",Toronto/Downsview Airport CA
CYZE,"45° 53' 7.08"" N","82° 34' 4.09"" W",Gore Bay-Manitoulin Airport CA
CYZF,"62° 27' 46.08"" N","114° 26' 24.01"" W",Yellowknife Airport CA
CYZG,"62° 10' 45.85"" N","75° 40' 1.91"" W",Salluit Airport CA
CYZH,"55° 17' 35.15"" N","114° 46' 37.20"" W",Slave Lake Airport CA
CYZP,"53° 15' 15.48"" N","131° 48' 50.38"" W",Sandspit Airport CA
CYZR,"42° 59' 57.84"" N","82° 18' 32.04"" W",Sarnia (Chris Hadfield) Airport CA
CYZS,"64° 11' 35.87"" N","83° 21' 33.83"" W",Coral Harbour Airport CA
CYZT,"50° 40' 50.16"" N","127° 22' 1.19"" W",Port Hardy Airport CA
CYZU,"54° 8' 38.05"" N","115° 47' 13.21"" W",Whitecourt Airport CA
CYZV,"50° 13' 23.88"" N","66° 15' 56.17"" W",Sept-Îles Airport CA
CYZW,"60° 10' 22.07"" N","132° 44' 34.79"" W",Teslin Airport CA
CYZX,"44° 59' 3.85"" N","64° 55' 0.84"" W",Greenwood Airport CA
CYZY,"55° 18' 15.85"" N","123° 7' 55.21"" W",Mackenzie Airport CA
CZAC,"56° 5' 21.84"" N","96° 5' 21.13"" W",York Landing Airport CA
CZAM,"50° 40' 58.08"" N","119° 13' 44.39"" W",Salmon Arm Airport CA
CZBA,"43° 26' 29.23"" N","79° 51' 0.37"" W",Burlington Executive CA
CZBB,"49° 4' 27.12"" N","123° 0' 43.20"" W",Boundary Bay Airport CA
CZBD,"56° 3' 41.04"" N","95° 36' 50.04"" W",Ilford Airport CA
CZBF,"47° 37' 46.92"" N","65° 44' 20.04"" W",Bathurst Airport CA
CZBM,"45° 17' 26.87"" N","72° 44' 29.05"" W",Bromont Airport CA
CZEE,"56° 2' 14.99"" N","96° 30' 34.91"" W",Kelsey Airport CA
CZEM,"52° 13' 35.03"" N","78° 31' 21.00"" W",Eastmain River Airport CA
CZFA,"62° 12' 27.00"" N","133° 22' 33.63"" W",Faro Airport CA
CZFD,"59° 20' 3.84"" N","107° 10' 55.20"" W",Fond-du-Lac Airport CA
CZFG,"55° 44' 57.12"" N","101° 15' 57.60"" W",Pukatawagan Airport CA
CZFM,"67° 24' 27.00"" N","134° 51' 39.57"" W",Fort McPherson Airport CA
CZFN,"64° 54' 34.91"" N","125° 34' 22.79"" W",Tulita Airport CA
CZGF,"49° 0' 56.15"" N","118° 25' 51.60"" W",Grand Forks Airport CA
CZGI,"54° 50' 22.92"" N","94° 4' 42.95"" W",Gods River Airport CA
CZGR,"52° 2' 44.16"" N","95° 27' 56.87"" W",Little Grand Rapids Airport CA
CZHP,"55° 23' 36.96"" N","116° 28' 29.99"" W",High Prairie Airport CA
CZJG,"54° 31' 8.05"" N","98° 2' 45.95"" W",Jenpeg Airport CA
CZJN,"52° 7' 14.17"" N","101° 14' 9.60"" W",Swan River Airport CA
CZKE,"52° 16' 57.00"" N","81° 40' 40.09"" W",Kashechewan Airport CA
CZLQ,"55° 19' 8.04"" N","97° 42' 28.09"" W",Thicket Portage Airport CA
CZMD,"53° 26' 29.04"" N","91° 45' 46.09"" W",Muskrat Dam Airport CA
CZMN,"55° 35' 20.05"" N","97° 9' 51.12"" W",Pikwitonei Airport CA
CZMT,"54° 1' 39.00"" N","132° 7' 30.00"" W",Masset Airport CA
CZNG,"53° 0' 0.00"" N","97° 16' 0.12"" W",Poplar River Airport CA
CZPB,"53° 53' 27.97"" N","92° 11' 47.05"" W",Sachigo Lake Airport CA
CZRJ,"52° 56' 36.96"" N","91° 18' 46.07"" W",Round Lake (Weagamow Lake) Airport CA
CZSJ,"53° 3' 51.12"" N","93° 20' 39.83"" W",Sandy Lake Airport CA
CZSN,"56° 47' 34.08"" N","98° 54' 25.93"" W",South Indian Lake Airport CA
CZST,"55° 56' 7.48"" N","129° 58' 56.76"" W",Stewart Airport CA
CZTM,"55° 51' 56.16"" N","92° 4' 53.03"" W",Shamattawa Airport CA
CZUC,"49° 25' 46.92"" N","91° 43' 4.07"" W",Ignace Municipal Airport CA
CZUM,"53° 33' 42.84"" N","64° 6' 23.04"" W",Churchill Falls Airport CA
CZWH,"58° 37' 3.00"" N","101° 28' 8.41"" W",Lac Brochet Airport CA
CZWL,"58° 6' 24.84"" N","103° 10' 19.19"" W",Wollaston Lake Airport CA
DAAB,"36° 30' 12.96"" N","2° 48' 51.01"" E",Blida Airport DZ
DAAD,"35° 19' 57.00"" N","4° 12' 23.00"" E",Ain Eddis Airport DZ
DAAE,"36° 42' 43.21"" N","5° 4' 11.71"" E",Soummam Airport DZ
DAAG,"36° 41' 27.61"" N","3° 12' 55.48"" E",Houari Boumedienne Airport DZ
DAAJ,"24° 17' 34.08"" N","9° 27' 8.78"" E",Tiska Airport DZ
DAAK,"36° 32' 44.88"" N","2° 52' 34.00"" E",Boufarik Airport DZ
DAAP,"26° 43' 24.60"" N","8° 37' 21.54"" E",Illizi Takhamalt Airport DZ
DAAS,"36° 10' 41.16"" N","5° 19' 28.16"" E",Ain Arnat Airport DZ
DAAT,"22° 48' 41.40"" N","5° 27' 3.89"" E",Aguenar â€“ Hadj Bey Akhamok Airport DZ
DAAV,"36° 47' 42.36"" N","5° 52' 25.00"" E",Jijel Ferhat Abbas Airport DZ
DAAY,"33° 32' 9.24"" N","0° 14' 32.47"" W",Mecheria Airport DZ
DAAZ,"35° 45' 7.92"" N","0° 37' 34.58"" E",Relizane Airport DZ
DABB,"36° 49' 19.92"" N","7° 48' 33.01"" E",Rabah Bitat Airport (Les Salines Airport) DZ
DABC,"36° 16' 33.60"" N","6° 37' 13.40"" E",Mohamed Boudiaf International Airport DZ
DABS,"35° 25' 53.76"" N","8° 7' 14.59"" E",Cheikh Larbi Tébessi Airport DZ
DABT,"35° 45' 7.57"" N","6° 18' 30.92"" E",Batna Airport DZ
DAFH,"32° 55' 49.44"" N","3° 18' 41.54"" E",Hassi R'Mel Airport DZ
DAOB,"35° 20' 27.96"" N","1° 27' 47.34"" E",Bou Chekif Airport DZ
DAOF,"27° 42' 1.44"" N","8° 10' 1.56"" W",Tindouf Airport DZ
DAOI,"36° 12' 45.72"" N","1° 19' 54.37"" E",Ech Cheliff Airport DZ
DAOL,"35° 32' 32.64"" N","0° 31' 56.20"" W",Tafaraoui Airport DZ
DAON,"35° 1' 0.12"" N","1° 27' 0.00"" W",Zenata â€“ Messali El Hadj Airport DZ
DAOO,"35° 37' 26.04"" N","0° 37' 16.26"" W",Es Senia Airport DZ
DAOR,"31° 38' 44.52"" N","2° 16' 11.50"" W",Boudghene Ben Ali Lotfi Airport DZ
DAOV,"35° 12' 27.72"" N","0° 8' 49.71"" E",Ghriss Airport DZ
DAOY,"33° 43' 18.00"" N","1° 5' 33.00"" E",El Bayadh Airport DZ
DATG,"19° 34' 1.20"" N","5° 45' 0.00"" E",In Guezzam Airport DZ
DATM,"21° 22' 39.47"" N","0° 55' 33.39"" E",Bordj Badji Mokhtar Airport DZ
DAUA,"27° 50' 15.36"" N","0° 11' 11.09"" W",Touat Cheikh Sidi Mohamed Belkebir Airport DZ
DAUB,"34° 47' 35.88"" N","5° 44' 17.63"" E",Biskra Airport DZ
DAUE,"30° 34' 16.68"" N","2° 51' 34.52"" E",El Golea Airport DZ
DAUG,"32° 23' 2.77"" N","3° 47' 38.80"" E",Noumérat - Moufdi Zakaria Airport DZ
DAUH,"31° 40' 22.80"" N","6° 8' 25.58"" E",Oued Irara Airport DZ
DAUI,"27° 15' 3.60"" N","2° 30' 43.27"" E",In Salah Airport DZ
DAUK,"33° 4' 4.08"" N","6° 5' 19.21"" E",Touggourt Sidi Madhi Airport DZ
DAUL,"33° 45' 51.84"" N","2° 55' 42.02"" E",Laghouat Airport DZ
DAUO,"33° 30' 41.03"" N","6° 46' 36.44"" E",Guemar Airport DZ
DAUT,"29° 14' 13.56"" N","0° 16' 33.72"" E",Timimoun Airport DZ
DAUU,"31° 55' 1.92"" N","5° 24' 46.01"" E",Ain el Beida Airport DZ
DAUZ,"28° 3' 5.40"" N","9° 38' 34.48"" E",In Aménas Airport DZ
DBBB,"6° 21' 26.03"" N","2° 23' 3.66"" E",Cadjehoun Airport BJ
DBBK,"11° 7' 58.80"" N","2° 55' 58.80"" E",Kandi Airport BJ
DBBN,"10° 19' 1.20"" N","1° 22' 58.80"" E",Natitingou Airport BJ
DBBP,"9° 21' 27.68"" N","2° 36' 34.85"" E",Parakou Airport BJ
DBBS,"8° 1' 5.41"" N","2° 27' 52.49"" E",Savé Airport BJ
DFCA,"13° 4' 1.20"" N","1° 6' 0.00"" W",Kaya Airport BF
DFCC,"13° 34' 1.20"" N","2° 25' 1.20"" W",Ouahigouya Airport BF
DFCJ,"14° 6' 0.00"" N","1° 37' 58.80"" W",Djibo Airport BF
DFCL,"11° 6' 0.00"" N","2° 5' 60.00"" W",Leo Airport BF
DFCP,"11° 8' 60.00"" N","1° 8' 60.00"" W",Po Airport BF
DFEA,"12° 38' 60.00"" N","0° 34' 1.20"" W",Boulsa Airport BF
DFEB,"12° 58' 58.80"" N","0° 10' 1.20"" W",Bogande Airport BF
DFED,"12° 3' 0.00"" N","1° 46' 58.80"" E",Diapaga Airport BF
DFEE,"14° 1' 58.80"" N","0° 1' 58.80"" W",Dori Airport BF
DFEF,"12° 1' 58.80"" N","0° 20' 60.00"" E",Fada N'gourma Airport BF
DFEG,"14° 26' 60.00"" N","0° 13' 58.80"" W",Gorom-Gorom Airport BF
DFEL,"12° 28' 1.20"" N","1° 30' 0.00"" E",Kantchari Airport BF
DFEM,"14° 48' 0.00"" N","0° 3' 0.00"" E",Tambao Airport BF
DFEP,"11° 15' 0.00"" N","0° 41' 60.00"" E",Pama Airport BF
DFER,"11° 35' 49.20"" N","1° 28' 58.80"" E",Arly Airport BF
DFES,"13° 26' 60.00"" N","0° 31' 1.20"" E",Sebba Airport BF
DFET,"11° 48' 0.00"" N","0° 22' 1.20"" W",Tenkodogo Airport BF
DFEZ,"11° 10' 1.20"" N","0° 37' 1.20"" W",Zabre Airport BF
DFFD,"12° 21' 11.52"" N","1° 30' 44.71"" W",Ouagadougou Airport BF
DFOB,"10° 40' 58.80"" N","4° 43' 1.20"" W",Banfora Airport BF
DFOD,"12° 27' 32.40"" N","3° 29' 24.00"" W",Dedougou Airport BF
DFOG,"10° 17' 57.12"" N","3° 15' 2.99"" W",Gaoua Airport BF
DFON,"12° 45' 0.00"" N","3° 52' 1.20"" W",Nouna Airport BF
DFOO,"11° 9' 36.36"" N","4° 19' 51.49"" W",Bobo-Dioulasso Airport BF
DFOT,"13° 4' 1.20"" N","3° 4' 1.20"" W",Tougan Airport BF
DFOU,"10° 56' 60.00"" N","3° 15' 0.00"" W",Diebougou Airport BF
DFOY,"14° 13' 1.20"" N","0° 52' 58.80"" W",Aribinda Airport BF
DGAA,"5° 36' 18.68"" N","0° 10' 0.43"" W",Kotoka International Airport GH
DGLE,"9° 33' 25.88"" N","0° 51' 47.57"" W",Tamale Airport GH
DGSI,"6° 42' 52.42"" N","1° 35' 26.95"" W",Kumasi Airport GH
DGSN,"7° 21' 42.59"" N","2° 19' 43.54"" W",Sunyani Airport GH
DGTK,"4° 53' 45.82"" N","1° 46' 29.14"" W",Takoradi Airport GH
DIAP,"5° 15' 41.00"" N","3° 55' 34.64"" W",Félix-Houphouët-Boigny International Airport CI
DIAU,"6° 42' 56.02"" N","3° 28' 13.01"" W",Abengourou Airport CI
DIBI,"9° 31' 58.80"" N","6° 28' 1.20"" W",Boundiali Airport CI
DIBK,"7° 44' 19.68"" N","5° 4' 25.21"" W",Bouaké Airport CI
DIBN,"9° 16' 39.00"" N","3° 1' 31.01"" W",Bouna Airport CI
DIBU,"8° 1' 1.99"" N","2° 45' 42.98"" W",Soko Airport CI
DIDK,"6° 39' 6.01"" N","4° 38' 26.02"" W",Dimbokro Airport CI
DIDL,"6° 47' 34.12"" N","6° 28' 23.48"" W",Daloa Airport CI
DIFK,"9° 36' 0.00"" N","5° 11' 60.00"" W",Ferkessedougou Airport CI
DIGA,"6° 7' 58.80"" N","5° 56' 60.00"" W",Gagnoa Airport CI
DIGL,"6° 31' 29.96"" N","7° 28' 43.00"" W",Guiglo Airport CI
DIGN,"4° 38' 36.29"" N","6° 55' 26.26"" W",Nero-Mer Airport CI
DIKO,"9° 23' 13.85"" N","5° 33' 23.98"" W",Korhogo Airport CI
DIMN,"7° 16' 19.45"" N","7° 35' 14.50"" W",Man Airport CI
DIOD,"9° 30' 0.00"" N","7° 34' 1.20"" W",Odienne Airport CI
DIOF,"9° 36' 0.00"" N","4° 3' 0.00"" W",Ouango Fitini Airport CI
DISG,"7° 58' 5.99"" N","6° 42' 38.99"" W",Seguela Airport CI
DISP,"4° 44' 48.19"" N","6° 39' 38.95"" W",San Pedro Airport CI
DISS,"4° 55' 41.99"" N","6° 7' 58.01"" W",Sassandra Airport CI
DITB,"4° 26' 16.11"" N","7° 21' 45.82"" W",Tabou Airport CI
DIYO,"6° 54' 11.41"" N","5° 21' 56.09"" W",Yamoussoukro Airport CI
DNAA,"9° 0' 24.44"" N","7° 15' 47.41"" E",Nnamdi Azikiwe International Airport NG
DNAK,"7° 14' 48.26"" N","5° 18' 3.64"" E",Akure Airport NG
DNAS,"6° 12' 12.00"" N","6° 39' 32.00"" E",Asaba International Airport NG
DNBE,"6° 19' 1.13"" N","5° 35' 58.20"" E",Benin City Airport NG
DNCA,"4° 58' 33.67"" N","8° 20' 49.92"" E",Calabar Airport NG
DNEN,"6° 28' 27.37"" N","7° 33' 43.06"" E",Akanu Ibiam International Airport NG
DNGO,"10° 17' 54.00"" N","10° 53' 47.00"" E",Gombe Lawanti International Airport NG
DNGU,"12° 10' 18.12"" N","6° 41' 46.00"" E",Gusau Airport NG
DNIB,"7° 21' 44.86"" N","3° 58' 41.99"" E",Ibadan Airport NG
DNIL,"8° 26' 24.76"" N","4° 29' 38.11"" E",Ilorin International Airport NG
DNIM,"5° 25' 37.42"" N","7° 12' 21.71"" E",Sam Mbakwe International Cargo Airport NG
DNJO,"9° 38' 23.39"" N","8° 52' 8.58"" E",Yakubu Gowon Airport NG
DNKA,"10° 41' 45.60"" N","7° 19' 12.40"" E",Kaduna Airport NG
DNKN,"12° 2' 51.36"" N","8° 31' 28.63"" E",Mallam Aminu International Airport NG
DNMA,"11° 51' 19.08"" N","13° 4' 51.24"" E",Maiduguri International Airport NG
DNMK,"7° 42' 13.97"" N","8° 36' 50.18"" E",Makurdi Airport NG
DNMM,"6° 34' 38.53"" N","3° 19' 16.18"" E",Murtala Mohammed International Airport NG
DNMN,"9° 39' 7.81"" N","6° 27' 44.14"" E",Minna Airport NG
DNPO,"5° 0' 55.76"" N","6° 56' 58.52"" E",Port Harcourt International Airport (Omagwa International Ai NG
DNSO,"12° 54' 58.68"" N","5° 12' 25.88"" E",Sadiq Abubakar III International Airport NG
DNTZ,"36° 4' 33.00"" N","10° 26' 19.00"" E",Enfidha Zine El Abidine Ben Ali International Airport TN
DNYO,"9° 15' 27.18"" N","12° 25' 49.44"" E",Yola Airport NG
DNZA,"11° 7' 48.72"" N","7° 41' 8.92"" E",Zaria Airport NG
DRRB,"13° 48' 5.40"" N","5° 14' 32.50"" E",Birni-N'Konni Airport NE
DRRM,"13° 30' 9.00"" N","7° 7' 36.30"" E",Maradi Airport NE
DRRN,"13° 28' 53.40"" N","2° 11' 1.00"" E",Diori Hamani International Airport NE
DRRT,"14° 52' 32.52"" N","5° 15' 55.30"" E",Tahoua Airport NE
DRZA,"16° 57' 57.60"" N","8° 0' 0.39"" E",Mano Dayak International Airport NE
DRZR,"13° 46' 44.40"" N","8° 59' 1.54"" E",Zinder Airport NE
DTKA,"36° 58' 48.00"" N","8° 52' 36.98"" E",Tabarka 7 Novembre Airport TN
DTMB,"35° 45' 29.15"" N","10° 45' 16.92"" E",Monastir Habib Bourguiba International Airport TN
DTTA,"36° 51' 3.61"" N","10° 13' 37.92"" E",Tunis-Carthage International Airport TN
DTTB,"37° 14' 43.44"" N","9° 47' 29.22"" E",Sidi Ahmed Air Base TN
DTTF,"34° 25' 19.20"" N","8° 49' 21.00"" E",Gafsa Ksar International Airport TN
DTTG,"33° 52' 36.84"" N","10° 6' 11.88"" E",Gabès - Matmata International Airport TN
DTTJ,"33° 52' 30.00"" N","10° 46' 31.80"" E",Zarzis Airport TN
DTTR,"31° 42' 15.48"" N","9° 15' 16.63"" E",El Borma Airport TN
DTTX,"34° 43' 4.79"" N","10° 41' 27.60"" E",Sfax Thyna International Airport TN
DTTZ,"33° 56' 22.92"" N","8° 6' 38.02"" E",Tozeur Nefta International Airport TN
DXNG,"9° 46' 2.39"" N","1° 5' 28.50"" E",Niamtougou International Airport TG
DXXX,"6° 9' 56.20"" N","1° 15' 16.24"" E",Lome Tokoin Airport TG
EBAW,"51° 11' 21.84"" N","4° 27' 37.01"" E",Antwerp International Airport BE
EBBR,"50° 54' 5.05"" N","4° 29' 3.98"" E",Brussels Airport BE
EBCI,"50° 27' 33.13"" N","4° 27' 13.75"" E",Brussels South Charleroi Airport BE
EBKT,"50° 49' 1.92"" N","3° 12' 16.99"" E",Wevelgem Airport BE
EBLG,"50° 38' 14.65"" N","5° 26' 35.59"" E",Liège Airport BE
EBNM,"50° 29' 16.80"" N","4° 46' 8.11"" E",Suarlée Airport BE
EBOS,"51° 11' 56.03"" N","2° 51' 43.99"" E",Ostend-Bruges International Airport BE
