ICAO,Latitude,Longitude,Name
APC,"38° 12' 47.50"" N","122° 16' 50.50"" W",Napa County Airport (United States)
APE,"15° 21' 14.04"" S","75° 10' 1.56"" W",San Juan Aposento Airport (Peru)
APF,"26° 9' 8.23"" N","81° 46' 32.85"" W",Naples Municipal Airport (United States)
APG,"39° 27' 58.39"" N","76° 10' 7.71"" W",Phillips Army Airfield (United States)
APH,"38° 4' 7.80"" N","77° 19' 6.00"" W",A.P. Hill Army Airfield (United States)
API,"4° 4' 8.00"" N","73° 3' 6.85"" W",Captain Luis F. Gómez Niño Air Base (Colombia)
APK,"15° 34' 24.96"" S","146° 24' 53.98"" W",Apataki Airport (French Polynesia)
APL,"15° 6' 20.16"" S","39° 16' 54.48"" E",Nampula Airport (Mozambique)
APN,"45° 4' 41.04"" N","83° 33' 37.03"" W",Alpena County Regional Airport (United States)
APO,"7° 1' 58.80"" N","77° 11' 59.99"" W",Antonio Roldán Betancourt Airport (Colombia)
APQ,"9° 46' 31.29"" S","36° 37' 45.12"" W",Arapiraca Airport (Brazil)
APS,"16° 13' 45.12"" S","48° 57' 51.47"" W",Base Aérea Airport (Brazil)
APT,"35° 3' 38.44"" N","85° 35' 7.14"" W",Marion County Airport (Brown Field) (United States)
APU,"23° 36' 34.24"" S","51° 23' 4.15"" W",Apucarana Airport (Brazil)
APV,"34° 34' 31.20"" N","117° 11' 10.30"" W",Apple Valley Airport (United States)
APW,"13° 49' 48.00"" S","172° 0' 28.78"" W",Faleolo International Airport (Samoa)
APX,"23° 21' 10.28"" S","51° 29' 29.96"" W",Arapongas Airport (Brazil)
APY,"9° 5' 1.00"" S","45° 57' 2.01"" W",Parnaíba-Prefeito Dr. João Silva Filho International Airport (Brazil)
APZ,"38° 58' 31.79"" S","70° 6' 48.97"" W",Zapala Airport (Argentina)
AQA,"21° 48' 43.20"" S","48° 7' 58.80"" W",Araraquara Airport (Brazil)
AQB,"15° 0' 43.92"" N","91° 9' 2.15"" W",Quiché Airport (Guatemala)
AQG,"30° 34' 55.92"" N","117° 3' 0.01"" E",Anqing Airport (China)
AQI,"28° 20' 6.72"" N","46° 7' 30.36"" E",Qaisumah Domestic Airport (Saudi Arabia)
AQJ,"29° 36' 41.76"" N","35° 1' 5.16"" E",King Hussein International Airport (Jordan)
AQM,"10° 10' 41.00"" S","62° 49' 32.01"" W",Nova Vida Airport (Brazil)
AQP,"16° 20' 27.96"" S","71° 34' 59.16"" W",Rodriguez Ballon International Airport (Peru)
AQT,"70° 12' 36.00"" N","151° 0' 21.59"" W",Nuiqsut Airport (United States)
AQY,"60° 57' 57.96"" N","149° 7' 33.63"" W",Girdwood Airport (United States)
ARA,"30° 2' 15.93"" N","91° 53' 2.03"" W",Acadiana Regional Airport (United States)
ARB,"42° 13' 22.74"" N","83° 44' 44.19"" W",Ann Arbor Municipal Airport (United States)
ARC,"68° 6' 52.92"" N","145° 34' 44.38"" W",Arctic Village Airport (United States)
ARD,"8° 7' 56.43"" S","124° 35' 49.20"" E",Alor Island Airport (Indonesia)
ARE,"18° 27' 0.00"" N","66° 40' 31.08"" W",Antonio (Nery) Juarbe Pol Airport (Puerto Rico)
ARG,"36° 7' 28.80"" N","90° 55' 30.40"" W",Walnut Ridge Regional Airport (United States)
ARH,"64° 36' 1.09"" N","40° 43' 0.13"" E",Talagi Airport (Russian Federation)
ARI,"18° 20' 54.60"" S","70° 20' 19.32"" W",Chacalluta International Airport (Chile)
ARJ,"2° 55' 60.00"" S","140° 47' 0.03"" E",Arso Airport (Indonesia)
ARK,"3° 22' 4.04"" S","36° 37' 59.88"" E","Arusha Airport (Tanzania, United Republic of)"
ARL,"11° 35' 49.20"" N","1° 28' 58.80"" E",Arly Airport (Burkina Faso)
ARM,"30° 31' 41.16"" S","151° 37' 1.22"" E",Armidale Airport (Australia)
ARN,"59° 39' 6.84"" N","17° 55' 6.96"" E",Stockholm-Arlanda Airport (Sweden)
ARR,"45° 0' 48.96"" S","70° 48' 43.93"" W",Alto Río Senguer Airport (Argentina)
ARS,"16° 10' 59.00"" S","39° 21' 29.00"" W",Usina Santa Cruz Airport (Brazil)
ART,"43° 59' 30.92"" N","76° 1' 18.26"" W",Watertown International Airport (United States)
ARU,"21° 8' 28.68"" S","50° 25' 28.93"" W",Araçatuba Airport (Brazil)
ARV,"45° 55' 40.50"" N","89° 43' 51.40"" W",Lakeland Airport (Noble F. Lee Memorial Field) (United States)
ARW,"46° 10' 35.77"" N","21° 15' 43.20"" E",Arad International Airport (Romania)
ARY,"37° 18' 33.84"" S","142° 59' 20.39"" E",Ararat Airport (Australia)
ARZ,"7° 15' 33.98"" S","12° 51' 47.16"" E",N'Zeto Airport (Angola)
ASA,"13° 4' 18.48"" N","42° 38' 42.00"" E",Assab International Airport (Eritrea)
ASB,"37° 59' 12.48"" N","58° 21' 39.60"" E",Ashgabat Airport (Turkmenistan)
ASC,"15° 55' 49.08"" S","63° 9' 24.12"" W",Ascención de Guarayos Airport (Bolivia)
ASD,"24° 41' 52.44"" N","77° 47' 44.16"" W",Andros Town International Airport (Bahamas)
ASE,"39° 13' 23.40"" N","106° 52' 7.90"" W",Aspen/Pitkin County Airport (United States)
ASF,"46° 16' 59.87"" N","48° 0' 22.69"" E",Narimanovo Airport (Russian Federation)
ASG,"43° 54' 11.88"" S","171° 47' 49.19"" E",Ashburton Airport (New Zealand)
ASH,"42° 46' 54.30"" N","71° 30' 53.20"" W",Boire Field (United States)
ASI,"7° 58' 10.56"" S","14° 23' 37.32"" W",Wideawake Field (Saint Helena)
ASJ,"28° 25' 50.16"" N","129° 42' 46.79"" E",Amami-Oshima Airport (Japan)
ASK,"6° 54' 11.41"" N","5° 21' 56.09"" W",Yamoussoukro Airport (COTE D'IVOIRE)
ASL,"32° 31' 13.80"" N","94° 18' 28.00"" W",Harrison County Airport (United States)
ASM,"15° 17' 30.84"" N","38° 54' 38.53"" E",Asmara International Airport (Eritrea)
ASN,"33° 34' 10.10"" N","86° 3' 4.43"" W",Talladega Municipal Airport (United States)
ASO,"10° 1' 6.60"" N","34° 35' 10.68"" E",Asosa Airport (Ethiopia)
ASP,"23° 48' 24.12"" S","133° 54' 7.17"" E",Alice Springs Airport (Australia)
ASR,"38° 46' 13.44"" N","35° 29' 43.44"" E",Erkilet International Airport (Turkey)
AST,"46° 9' 28.70"" N","123° 52' 43.30"" W",Astoria Regional Airport (United States)
ASU,"25° 14' 24.00"" S","57° 31' 12.00"" W",Silvio Pettirossi International Airport (Paraguay)
ASV,"2° 38' 42.18"" S","37° 15' 11.16"" E",Amboseli Airport (Kenya)
ASW,"23° 57' 51.84"" N","32° 49' 12.00"" E",Aswan International Airport (Egypt)
ASX,"46° 32' 54.70"" N","90° 55' 8.30"" W",John F. Kennedy Memorial Airport (United States)
ASY,"46° 1' 25.91"" N","99° 21' 9.41"" W",Ashley Municipal Airport (United States)
ATA,"9° 20' 50.78"" S","77° 35' 54.23"" W",Comandante FAP German Arias Grazziani Airport (Peru)
ATB,"17° 42' 37.24"" N","34° 3' 25.27"" E",Atbara Airport (Sudan)
ATC,"24° 37' 45.84"" N","75° 40' 25.67"" W",Arthur's Town Airport (Bahamas)
ATD,"8° 52' 23.99"" S","161° 0' 39.61"" E",Atoifi Airport (Solomon Islands)
ATF,"1° 12' 43.45"" S","78° 34' 28.56"" W",Chachoan Airport (Ecuador)
ATG,"10° 43' 44.76"" S","73° 45' 59.41"" W",Teniente General Gerardo Pérez Pinedo Airport (Peru)
ATH,"37° 56' 11.04"" N","23° 56' 40.20"" E",Athens International Airport (Greece)
ATI,"30° 24' 2.52"" S","56° 30' 28.44"" W",Artigas International Airport (Uruguay)
ATJ,"19° 50' 21.20"" S","47° 3' 49.37"" E",Antsirabe Airport (Madagascar)
ATK,"70° 28' 2.28"" N","157° 26' 9.62"" W",Atqasuk Edward Burnell Sr. Memorial Airport (United States)
ATL,"33° 38' 12.19"" N","84° 25' 41.04"" W",Hartsfield-Jackson Atlanta International Airport (United States)
ATM,"3° 15' 14.08"" S","52° 15' 14.41"" W",Altamira Airport (Brazil)
ATQ,"31° 42' 34.56"" N","74° 47' 50.29"" E",Raja Sansi International Airport (India)
ATR,"20° 30' 24.48"" N","13° 2' 35.52"" W",Atar International Airport (Mauritania)
ATS,"32° 51' 9.10"" N","104° 28' 3.67"" W",Artesia Municipal Airport (United States)
ATU,"52° 49' 42.08"" N","173° 10' 49.10"" E",Casco Cove Coast Guard Station (United States)
ATV,"13° 14' 20.04"" N","18° 18' 47.88"" E",Ati Airport (Chad)
ATW,"44° 15' 29.15"" N","88° 31' 8.64"" W",Outagamie County Regional Airport (United States)
ATY,"44° 54' 50.33"" N","97° 9' 16.99"" W",Watertown Regional Airport (United States)
ATZ,"27° 2' 47.40"" N","31° 0' 43.20"" E",Assiut Airport (Egypt)
AUA,"12° 30' 5.04"" N","70° 0' 54.71"" W",Queen Beatrix International Airport (Aruba)
AUC,"7° 4' 7.97"" N","70° 44' 12.84"" W",Santiago Pérez Airport (Colombia)
AUD,"18° 30' 54.00"" S","139° 52' 40.82"" E",Augustus Downs Airport (Australia)
AUF,"47° 51' 0.72"" N","3° 29' 49.60"" E",Auxerre - Branches Airport (France)
AUG,"44° 19' 14.34"" N","69° 47' 50.34"" W",Augusta State Airport (United States)
AUH,"24° 25' 58.80"" N","54° 39' 3.96"" E",Abu Dhabi International Airport (United Arab Emirates)
AUM,"43° 39' 45.50"" N","92° 55' 58.50"" W",Austin Municipal Airport (United States)
AUN,"38° 57' 17.34"" N","121° 4' 54.21"" W",Auburn Municipal Airport (United States)
AUO,"32° 36' 54.40"" N","85° 26' 2.40"" W",Auburn-Opelika Robert G. Pitts Airport (United States)
AUQ,"9° 46' 7.64"" S","139° 0' 39.61"" W",Hiva Oa-Atuona Airport (French Polynesia)
AUR,"44° 53' 29.04"" N","2° 25' 18.98"" E",Aurillac Airport (France)
AUS,"30° 11' 40.30"" N","97° 40' 11.60"" W",Austin-Bergstrom International Airport (United States)
AUT,"8° 12' 37.87"" S","125° 36' 57.59"" E",Atauro Airport (Timor-Leste)
AUU,"13° 21' 14.04"" S","141° 43' 15.57"" E",Aurukun Airport (Australia)
AUW,"44° 55' 34.63"" N","89° 37' 37.21"" W",Wausau Downtown Airport (United States)
AUX,"7° 13' 40.32"" S","48° 14' 25.68"" W",Araguaína Airport (Brazil)
AUY,"20° 14' 57.12"" S","169° 46' 15.59"" E",Aneityum Airport (Vanuatu)
AUZ,"41° 46' 18.90"" N","88° 28' 32.40"" W",Aurora Municipal Airport (United States)
AVA,"26° 15' 38.00"" N","105° 52' 24.00"" E",Anshun Huangguoshu Airport (China)
AVB,"46° 1' 54.83"" N","12° 35' 47.40"" E",Aviano Air Base (Italy)
AVG,"15° 41' 60.00"" S","130° 0' 0.00"" E",Auvergne Airport (Australia)
AVI,"22° 1' 37.56"" N","78° 47' 22.55"" W",Máximo Gómez Airport (Cuba)
AVK,"46° 15' 1.08"" N","102° 48' 7.21"" E",Arvaikheer Airport (China)
AVL,"35° 26' 10.30"" N","82° 32' 30.50"" W",Asheville Regional Airport (United States)
AVN,"43° 54' 26.28"" N","4° 54' 6.59"" E",Avignon - Caumont Airport (France)
AVO,"27° 35' 28.68"" N","81° 31' 44.28"" W",Avon Park Executive Airport (United States)
AVP,"41° 20' 18.52"" N","75° 43' 24.25"" W",Wilkes-Barre/Scranton International Airport (United States)
AVV,"38° 2' 21.83"" S","144° 28' 8.38"" E",Avalon Airport (Australia)
AVW,"32° 24' 34.40"" N","111° 13' 6.20"" W",Marana Regional Airport (United States)
AWA,"7° 4' 1.20"" N","38° 30' 0.00"" E",Awasa Airport (Ethiopia)
AWD,"19° 14' 24.00"" S","169° 36' 17.98"" E",Aniwa Airport (Vanuatu)
AWK,"19° 16' 55.56"" N","166° 38' 9.61"" E",Wake Island Airfield (United States)
AWM,"35° 8' 6.21"" N","90° 14' 4.01"" W",West Memphis Municipal Airport (United States)
AWN,"26° 31' 59.88"" S","139° 16' 1.19"" E",Alton Downs Airport (Australia)
AWP,"20° 30' 0.00"" S","137° 45' 0.00"" E",Austral Downs Airport (Australia)
AWZ,"31° 20' 14.64"" N","48° 45' 43.20"" E","Ahwaz Airport (Iran, Islamic Republic of)"
AXA,"18° 12' 17.28"" N","63° 3' 18.36"" W",Wallblake Airport (Anguilla)
AXC,"22° 58' 0.12"" S","145° 14' 31.22"" E",Aramac Airport (Australia)
AXD,"40° 51' 21.24"" N","25° 57' 22.68"" E",Dimokritos Airport (Greece)
AXE,"26° 52' 32.01"" S","52° 22' 23.00"" W",Xanxerê Airport (Brazil)
AXG,"43° 4' 40.48"" N","94° 16' 19.17"" W",Algona Municipal Airport (United States)
AXJ,"32° 28' 57.01"" N","130° 9' 31.93"" E",Amakusa Airport (Japan)
AXK,"14° 33' 4.68"" N","46° 49' 34.31"" E",Ataq Airport (Yemen)
AXL,"19° 3' 36.72"" S","136° 42' 36.02"" E",Alexandria Homestead Airport (Australia)
AXM,"4° 27' 10.01"" N","75° 45' 59.04"" W",El Edén Airport (Colombia)
AXN,"45° 51' 58.67"" N","95° 23' 40.81"" W",Chandler Field (United States)
AXP,"22° 26' 30.48"" N","73° 58' 15.25"" W",Spring Point Airport (Bahamas)
AXR,"15° 14' 53.88"" S","146° 37' 1.22"" W",Arutua Airport (French Polynesia)
AXS,"34° 41' 55.70"" N","99° 20' 18.50"" W",Altus/Quartz Mountain Regional Airport (United States)
AXT,"39° 36' 56.16"" N","140° 13' 8.38"" E",Akita Airport (Japan)
AXU,"14° 8' 48.48"" N","38° 46' 22.08"" E",Axum Airport (Ethiopia)
AXV,"40° 29' 36.80"" N","84° 17' 53.10"" W",Neil Armstrong Airport (United States)
AXX,"36° 25' 19.20"" N","105° 17' 23.66"" W",Angel Fire Airport (United States)
AYBK,"5° 25' 20.35"" S","154° 40' 22.81"" E",Buka Island Airport (Papua New Guinea)
AYCH,"6° 1' 27.44"" S","144° 58' 15.57"" E",Chimbu Airport (Papua New Guinea)
AYDU,"9° 5' 12.33"" S","143° 12' 28.77"" E",Daru Airport (Papua New Guinea)
AYG,"1° 32' 39.01"" N","73° 55' 59.88"" W",Yaguara Airport (Colombia)
AYGA,"6° 4' 54.08"" S","145° 23' 31.19"" E",Goroka Airport (Papua New Guinea)
AYGN,"10° 18' 41.40"" S","150° 20' 2.40"" E",Gurney Airport (Papua New Guinea)
AYGR,"8° 48' 16.34"" S","148° 18' 32.42"" E",Girua Airport (Papua New Guinea)
AYHK,"5° 27' 43.81"" S","150° 24' 18.00"" E",Kimbe Airport (Papua New Guinea)
AYK,"50° 19' 6.96"" N","66° 57' 10.07"" E",Arkalyk Airport (Kazakhstan)
AYKA,"8° 30' 20.95"" S","151° 4' 51.58"" E",Losuia Airport (Papua New Guinea)
AYKI,"6° 7' 32.56"" S","141° 16' 55.19"" E",Kiunga Airport (Papua New Guinea)
AYKK,"7° 25' 27.77"" S","144° 15' 0.27"" E",Kikori Airport (Papua New Guinea)
AYKM,"7° 57' 49.00"" S","145° 46' 15.59"" E",Kerema Airport (Papua New Guinea)
AYKV,"2° 34' 45.84"" S","150° 48' 28.80"" E",Kavieng Airport (Papua New Guinea)
AYKY,"3° 2' 37.00"" S","152° 37' 44.39"" E",Londolovit Airport (Papua New Guinea)
AYL,"18° 1' 5.08"" S","135° 32' 6.25"" E",Anthony Lagoon Airport (Australia)
AYMD,"5° 12' 25.49"" S","145° 47' 20.41"" E",Madang Airport (Papua New Guinea)
AYMH,"5° 49' 36.44"" S","144° 17' 45.62"" E",Mount Hagen Airport (Papua New Guinea)
AYMN,"6° 8' 51.86"" S","143° 39' 25.19"" E",Mendi Airport (Papua New Guinea)
AYMO,"2° 3' 42.80"" S","147° 25' 26.39"" E",Momote Airport (Papua New Guinea)
AYMR,"6° 21' 47.99"" S","143° 14' 16.82"" E",Moro Airport (Papua New Guinea)
AYMS,"10° 41' 21.12"" S","152° 50' 16.79"" E",Misima Island Airport (Papua New Guinea)
AYN,"36° 8' 2.04"" N","114° 20' 38.41"" E",Anyang Airport (China)
AYNZ,"6° 34' 11.39"" S","146° 43' 33.59"" E",Lae Nadzab Airport (Papua New Guinea)
AYO,"27° 22' 12.00"" S","56° 50' 59.99"" W",Juan De Ayolas Airport (Paraguay)
AYP,"13° 9' 17.28"" S","74° 12' 15.84"" W",Coronel FAP Alfredo Mendivil Duarte Airport (Peru)
AYPY,"9° 26' 36.17"" S","147° 13' 12.00"" E",Jacksons International Airport (Papua New Guinea)
AYQ,"25° 11' 9.96"" S","130° 58' 33.59"" E",Ayers Rock Airport (Australia)
AYR,"19° 35' 3.84"" S","147° 19' 44.38"" E",Ayr Airport (Australia)
AYS,"31° 14' 56.68"" N","82° 23' 43.77"" W",Waycross-Ware County Airport (United States)
AYT,"36° 53' 55.32"" N","30° 48' 1.80"" E",Antalya Airport (Turkey)
AYTA,"5° 50' 42.00"" S","142° 56' 52.79"" E",Tari Airport (Papua New Guinea)
AYTB,"5° 16' 43.00"" S","141° 13' 33.59"" E",Tabubil Airport (Papua New Guinea)
AYTK,"4° 20' 25.66"" S","152° 22' 48.02"" E",Tokua Airport (Papua New Guinea)
AYVN,"2° 41' 49.81"" S","141° 18' 7.21"" E",Vanimo Airport (Papua New Guinea)
AYWD,"5° 38' 35.88"" S","143° 53' 42.02"" E",Wapenamanda Airport (Papua New Guinea)
AYWK,"3° 35' 1.79"" S","143° 40' 8.42"" E",Wewak International Airport (Papua New Guinea)
AZA,"33° 18' 28.08"" N","111° 39' 18.00"" W",Phoenix-Mesa Gateway Airport (United States)
AZD,"31° 54' 17.64"" N","54° 16' 35.40"" E","Yazd Shahid Sadooghi Airport (Iran, Islamic Republic of)"
AZI,"24° 25' 41.88"" N","54° 27' 29.16"" E",Bateen Airport (United Arab Emirates)
AZL,"13° 27' 55.90"" S","58° 52' 0.97"" W",Fazenda Tucunaré Airport (Brazil)
AZN,"40° 43' 39.72"" N","72° 17' 38.40"" E",Andizhan Airport (Uzbekistan)
AZO,"42° 14' 5.55"" N","85° 33' 7.41"" W",Kalamazoo/Battle Creek International Airport (United States)
AZR,"27° 50' 15.36"" N","0° 11' 11.09"" W",Touat Cheikh Sidi Mohamed Belkebir Airport (Algeria)
AZS,"19° 16' 10.38"" N","69° 44' 13.12"" W",Samaná El Catey International Airport (Dominican Republic)
AZZ,"7° 51' 43.99"" S","13° 6' 57.96"" E",Ambriz Airport (Angola)
BAB,"39° 8' 9.92"" N","121° 26' 11.64"" W",Beale Air Force Base (United States)
BAD,"32° 30' 6.55"" N","93° 39' 45.63"" W",Barksdale Air Force Base (United States)
BAE,"44° 23' 17.89"" N","6° 36' 37.01"" E",Barcelonnette - Saint-Pons Airport (France)
BAF,"42° 9' 27.99"" N","72° 42' 55.99"" W",Barnes Municipal Airport (United States)
BAG,"16° 22' 30.36"" N","120° 37' 12.01"" E",Baguio Airport (Philippines)
BAH,"26° 16' 14.88"" N","50° 38' 0.95"" E",Bahrain International Airport (Bahrain)
BAI,"9° 9' 49.00"" N","83° 19' 47.65"" W",Buenos Aires Airport (Costa Rica)
BAL,"37° 55' 44.40"" N","41° 6' 59.76"" E",Batman Airport (Turkey)
BAM,"40° 35' 56.57"" N","116° 52' 27.61"" W",Battle Mountain Airport (Lander County Airport) (United States)
BAN,"4° 19' 1.20"" S","20° 25' 58.80"" E","Basongo Airport (Congo, the Democratic Republic of the (Zaire))"
BAO,"17° 22' 58.80"" N","102° 48' 0.01"" E",Udon Air Base (Thailand)
BAQ,"10° 53' 22.56"" N","74° 46' 50.88"" W",Ernesto Cortissoz International Airport (Colombia)
BAS,"6° 59' 26.68"" S","155° 53' 11.96"" E",Ballalae Airport (Solomon Islands)
BAT,"20° 35' 4.20"" S","48° 35' 38.76"" W",Chafei Amsei Airport (Brazil)
BAU,"22° 20' 42.00"" S","49° 3' 13.68"" W",Bauru Airport (Brazil)
BAV,"40° 33' 36.00"" N","109° 59' 49.21"" E",Baotou Airport (China)
BAX,"53° 21' 49.68"" N","83° 32' 18.59"" E",Barnaul Airport (Russian Federation)
BAY,"47° 39' 30.25"" N","23° 28' 12.00"" E",Baia Mare Airport (Romania)
BAZ,"0° 58' 52.65"" S","62° 55' 10.72"" W",Barcelos Airport (Brazil)
BBA,"45° 54' 57.96"" S","71° 41' 22.20"" W",Balmaceda Airport (Teniente Vidal Airport) (Chile)
BBB,"45° 19' 54.90"" N","95° 39' 2.10"" W",Benson Municipal Airport (United States)
BBC,"28° 58' 23.70"" N","95° 51' 48.40"" W",Bay City Municipal Airport (United States)
BBD,"31° 10' 45.40"" N","99° 19' 26.10"" W",Curtis Field (United States)
BBE,"27° 19' 42.96"" S","117° 40' 22.79"" E",Big Bell Airport (Australia)
BBG,"3° 5' 8.99"" N","172° 48' 39.62"" E",Butaritari Airport (Kiribati)
BBH,"54° 20' 15.01"" N","12° 41' 58.92"" E",Barth Airport (Germany)
BBI,"20° 14' 39.84"" N","85° 49' 4.09"" E",Biju Patnaik Airport (India)
BBJ,"49° 56' 43.00"" N","6° 33' 54.00"" E",Bitburg Airport (former Bitburg Air Base) (Germany)
BBK,"17° 49' 58.44"" S","25° 9' 44.64"" E",Kasane Airport (Botswana)
BBL,"36° 43' 12.00"" N","52° 39' 0.01"" E","Babolsar Airport (Iran, Islamic Republic of)"
BBM,"13° 5' 44.16"" N","103° 13' 26.40"" E",Battambang Airport (Cambodia (Kampuchea))
BBN,"3° 44' 2.00"" N","115° 28' 44.39"" E",Bario Airport (Malaysia)
BBO,"10° 23' 21.12"" N","44° 56' 27.96"" E",Berbera Airport (Somalia)
BBP,"50° 40' 41.16"" N","1° 6' 33.98"" W",Bembridge Airport (United Kingdom)
BBQ,"17° 38' 8.88"" N","61° 49' 42.97"" W",Codrington Airport (Antigua and Barbuda)
BBR,"16° 0' 47.88"" N","61° 44' 31.92"" W",Baillif Airport (Guadeloupe)
BBS,"51° 19' 26.03"" N","0° 50' 51.00"" W",Blackbushe Airport (United Kingdom)
BBT,"4° 13' 17.69"" N","15° 47' 11.04"" E",Berbérati Airport (Central African Republic)
BBU,"44° 30' 11.52"" N","26° 6' 7.56"" E","Bucharest ""Aurel Vlaicu"" Airport (Romania)"
BBV,"4° 38' 36.29"" N","6° 55' 26.26"" W",Bereby Airport (COTE D'IVOIRE)
BBW,"41° 26' 11.22"" N","99° 38' 31.81"" W",Broken Bow Municipal Airport (United States)
BBY,"5° 50' 48.98"" N","20° 38' 51.00"" E",Bambari Airport (Central African Republic)
BBZ,"13° 32' 9.96"" S","23° 6' 30.60"" E",Zambezi Airport (Zambia)
BCA,"20° 21' 55.08"" N","74° 30' 22.33"" W",Gustavo Rizo Airport (Cuba)
BCB,"37° 12' 27.50"" N","80° 24' 28.20"" W",Virginia Tech Montgomery Executive Airport (United States)
BCD,"10° 46' 35.04"" N","123° 0' 54.00"" E",Bacolod City Domestic Airport (Philippines)
BCE,"37° 42' 23.20"" N","112° 8' 42.20"" W",Bryce Canyon Airport (United States)
BCF,"6° 31' 1.20"" N","18° 16' 1.20"" E",Bouca Airport (Central African Republic)
BCH,"8° 29' 20.51"" S","126° 24' 3.60"" E",Cakung Airport (Timor-Leste)
BCI,"23° 33' 55.08"" S","145° 18' 25.22"" E",Barcaldine Airport (Australia)
BCL,"10° 46' 7.32"" N","83° 35' 8.17"" W",Barra del Colorado Airport (Costa Rica)
BCM,"46° 31' 18.84"" N","26° 54' 37.08"" E",George Enescu International Airport (Romania)
BCN,"41° 17' 49.56"" N","2° 4' 42.46"" E",Josep Tarradellas Barcelona–El Prat Airport (Spain)
BCO,"5° 46' 58.33"" N","36° 33' 43.20"" E",Baco Airport (Jinka Airport) (Ethiopia)
BCR,"8° 50' 4.42"" S","67° 18' 44.65"" W",Novo Campo Airport (Brazil)
BCT,"26° 22' 42.60"" N","80° 6' 27.70"" W",Boca Raton Airport (United States)
BCV,"17° 16' 10.56"" N","88° 46' 35.39"" W",Hector Silva Airstrip (Belize)
BCX,"53° 56' 17.16"" N","58° 20' 24.00"" E",Beloretsk Airport (Russian Federation)
BDA,"32° 21' 50.39"" N","64° 40' 43.33"" W",Bermuda International Airport (L.F. Wade Int'l Airport) (Bermuda)
BDB,"24° 54' 14.04"" S","152° 19' 8.40"" E",Bundaberg Airport (Australia)
BDC,"5° 30' 9.00"" S","45° 12' 57.00"" W",Barra do Corda Airport (Brazil)
BDD,"10° 8' 60.00"" S","142° 10' 24.24"" E",Badu Island Airport (Australia)
BDE,"48° 43' 42.40"" N","94° 36' 44.00"" W",Baudette International Airport (United States)
